Client_ID,Balance_Limit_V1,Gender,EDUCATION_STATUS,MARITAL_STATUS,AGE,PAY_JULY,PAY_AUG,PAY_SEP,PAY_OCT,PAY_NOV,PAY_DEC,DUE_AMT_AUG,PAID_AMT_JULY,PAID_AMT_AUG,PAID_AMT_SEP,PAID_AMT_OCT,PAID_AMT_NOV,PAID_AMT_DEC,Ability_to_pay_AUG,Ability_to_pay_SEP,Ability_to_pay_OCT,Ability_to_pay_NOV,Ability_to_pay_DEC,AVG_PAID_AMT,NEXT_MONTH_DEFAULT
A29213,300000,1,2,1,0,0,0,0,0,0,0,84694,4643,4620,23109,2333,4620,4620,-84694,-51432,-70464,-62160,-59332,7324.166666666667,0
A29214,100000,1,2,1,0,2,2,2,2,0,0,13920,2310,23100,2310,2310,1476,6519,-60120,-41245,-42261,-39323,-40166,6337.5,1
A29215,100000,1,0,1,0,1,2,2,2,0,0,17179,2310,3453,2310,20790,4158,2079,-24085,-24971,-63456,-42308,-44437,5850.0,1
A29216,200000,1,2,1,0,0,0,0,0,0,0,115033,4149,5066,4712,762,1137,767,-115033,-117336,-115847,-22310,-23125,2765.5,0
A29217,100000,1,1,1,0,0,0,0,0,0,0,19852,3696,3121,2807,924,462,383,-19852,-21388,-22483,-22010,-21975,1898.8333333333333,0
A29218,400000,1,2,1,0,-1,-1,-1,-1,-1,-1,34560,34756,7778,2356,12456,2347,0,-26782,-5352,10118,-9074,-2347,9948.833333333334,0
A29219,200000,1,2,1,0,0,0,0,0,0,0,109810,6930,6953,6939,6930,6930,6930,-109810,-107591,-95579,-85375,-82023,6935.333333333333,0
A29220,100000,1,2,1,0,0,0,0,0,0,-1,7277,2402,2830,2310,0,5775,1134,-7277,-6611,-7501,-6600,-4565,2408.5,0
A29221,100000,1,0,1,0,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
A29222,100000,1,2,1,0,0,0,0,0,0,0,44230,3045,3220,2677,1566,1832,319,-44230,-46715,-45710,-46031,-46304,2109.8333333333335,0
A29223,100000,1,0,1,0,0,0,2,0,0,0,20624,3398,2541,2557,1386,610,1257,-20624,-24486,-17353,-17591,-17605,1958.1666666666667,0
A29224,100000,1,2,1,0,0,0,0,0,0,0,22647,4620,3472,2310,4930,182,0,-22647,-23179,-15244,-15507,-9101,2585.6666666666665,0
A29225,100000,1,2,1,0,2,0,0,0,0,0,40416,2975,4096,3234,906,924,0,-40416,-43846,-45294,-45276,-46200,2022.5,0
A29226,200000,1,0,1,0,-1,-1,-1,-1,-1,-1,7884,8085,25410,4620,4620,14775,6930,17526,2153,1418,8307,-1608,10740.0,0
A29227,100000,1,2,1,0,0,0,0,0,0,0,12372,2876,2922,2936,610,635,2079,-12372,-14729,-17052,-17036,-17397,2009.6666666666667,0
A29228,200000,1,2,1,0,-1,0,0,0,0,0,20259,5082,6237,4620,1155,2310,1617,-20259,-26131,-30289,-30940,-32747,3503.5,0
A29229,100000,1,2,1,0,0,0,0,0,0,0,17348,3465,3668,2943,2853,700,693,-17348,-19827,-21150,-22469,-20111,2387.0,0
A29234,200000,1,2,1,0,0,0,0,0,0,2,54881,3458,3717,2954,3465,0,1471,-54881,-57450,-43289,-41259,-43212,2510.8333333333335,1
A29236,100000,1,2,1,0,0,0,0,0,0,0,41823,3927,4620,2335,693,499,0,-41823,-45054,-46140,-26676,-24911,2012.3333333333333,0
A29237,100000,1,2,1,0,0,0,0,0,0,0,45978,3003,3234,3003,1617,1848,2310,-45978,-41668,-43964,-40129,-41333,2502.5,1
A29238,200000,1,2,1,0,0,0,0,0,0,0,116604,4123,5408,4916,795,829,1848,-116604,-115837,-114772,-116082,-23003,2986.5,0
A29239,200000,1,1,1,0,1,2,0,0,-1,-1,111478,0,5029,3932,4620,809,0,-121536,-104132,-71109,-3180,-347,2398.3333333333335,0
A29240,100000,1,2,1,0,0,0,0,0,-2,-2,44403,8251,4620,0,0,0,0,-44403,-47702,0,0,0,2145.1666666666665,0
A29241,300000,1,2,1,0,-2,-2,-2,-2,-2,-2,753,753,407,0,2199,2199,0,61,-407,4745,4051,-2199,926.3333333333334,1
A29242,100000,1,0,1,0,0,0,0,2,2,2,29660,3520,7161,1608,0,5167,0,-29660,-35611,-35960,-45035,-38935,2909.3333333333335,0
A29243,200000,1,2,1,0,-1,-1,-1,-1,-1,0,901,901,901,901,1802,0,901,0,0,901,-1802,-901,901.0,1
A29244,200000,1,2,1,0,0,0,0,0,-2,-2,96417,3814,3812,0,0,0,0,-96417,-47702,0,0,0,1271.0,0
A29247,100000,1,2,1,0,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
A29248,200000,1,1,1,0,1,2,0,0,0,0,155253,0,9240,3465,6930,5775,11550,-173733,-130700,-57729,-37043,-38501,6160.0,1
A29249,100000,1,2,1,0,0,0,0,0,0,2,36958,2918,3019,3465,3252,0,1557,-36958,-39369,-42125,-44759,-46907,2368.5,1
A29250,100000,1,1,1,0,3,2,2,4,4,4,3812,0,0,0,0,0,0,-3812,-3812,-3812,-3812,-3812,0.0,1
A29251,100000,1,2,1,0,1,2,3,2,0,0,49811,7623,0,0,5,887,5747,-49811,-48378,-46561,-45632,-44361,2377.0,1
A29252,100000,1,2,1,0,0,0,0,0,0,2,40157,3465,3465,3234,4620,0,5775,-40157,-31527,-32164,-36232,-46875,3426.5,0
A29253,200000,1,2,1,0,0,0,0,0,0,0,92795,4673,3444,4620,2523,6930,3125,-92795,-86103,-69769,-71169,-76976,4219.166666666667,0
A29254,200000,1,2,0,0,0,0,0,0,0,0,112509,4851,4620,5313,4851,1086,809,-112509,-108053,-111384,-94795,-21455,3588.3333333333335,0
A29255,200000,1,2,0,0,0,0,0,0,0,0,112837,4440,5082,4620,3234,4620,5244,-112837,-109127,-110148,-108210,-109810,4540.0,1
A29256,100000,1,2,0,0,0,0,0,0,0,0,29268,3493,2830,3560,1224,5318,0,-29268,-30915,-33955,-33929,-38690,2737.5,1
A29257,100000,1,1,1,0,0,0,0,0,0,0,39141,2941,3047,4620,1557,1601,1601,-39141,-41557,-45440,-44454,-44913,2561.1666666666665,0
A29258,200000,1,2,1,0,0,0,0,0,0,2,41100,3705,3932,3465,4629,37,1402,-41100,-40245,-39901,-43490,-42065,2861.6666666666665,1
A29259,200000,1,2,1,0,1,2,0,0,0,2,60871,0,46200,4174,16267,0,4447,-153271,-105960,-108381,-122783,-129416,11848.0,0
A29260,200000,1,0,1,0,0,0,0,0,0,-1,35408,12308,9240,6930,6946,13999,11857,-35408,-38933,-38672,-35006,-2142,10213.333333333334,0
A29261,100000,1,2,1,0,0,0,0,0,0,0,33500,3003,3003,3003,1617,1455,1502,-33500,-35953,-38346,-39328,-40150,2263.8333333333335,0
A29262,100000,1,2,1,0,-1,0,-1,-1,-1,0,7096,2763,5856,901,21894,0,2201,-7096,-4941,20993,-21894,-18873,5602.5,1
A29265,200000,1,0,1,0,-1,0,0,0,0,0,114255,113114,5844,3523,2772,6930,3234,-114255,-117865,-74417,-71813,-77572,22569.5,0
A29266,500000,1,2,0,0,-1,-1,-1,-1,-1,-1,915,915,915,915,915,915,915,0,0,0,0,0,915.0,0
A29267,1000000,1,2,1,0,-1,-1,-1,-1,0,-1,57868,58039,22095,211501,582,6223,2310,-35773,189544,-210845,-186602,-3913,50125.0,0
A29268,200000,1,2,0,0,0,0,0,0,0,0,150748,5775,5775,5775,6930,6930,5775,-150748,-154015,-143862,-148459,-150760,6160.0,0
A29269,200000,1,2,1,0,3,3,2,2,3,4,66082,0,4620,7392,9240,4620,3465,-79942,-83721,-92994,-95683,-97632,4889.5,1
A29270,300000,1,2,0,0,0,0,0,0,0,0,34130,2620,2687,2310,4620,2310,2310,-34130,-18438,-14528,-16907,-16073,2809.5,0
A29271,200000,1,1,1,0,0,0,0,-2,-2,-2,92862,2310,0,0,0,0,0,-92862,0,0,0,0,385.0,1
A29272,400000,1,2,0,0,-1,-1,-1,-1,0,-1,0,0,3255,3088,0,124474,4620,3255,-167,-3088,-3088,-119854,22572.833333333332,0
A29273,400000,1,2,1,0,-1,-1,-1,-1,0,0,407,407,2310,3285,672,0,672,1903,2211,-2613,-1344,-672,1224.3333333333333,0
A29274,200000,1,2,1,0,1,2,0,0,0,2,80915,0,4407,3927,6930,3927,3927,-89729,-84022,-85851,-91335,-101303,3853.0,0
A29275,500000,1,0,1,0,0,0,0,0,0,0,385819,16170,13860,11550,11550,10201,10573,-385819,-343527,-299187,-290755,-281411,12317.333333333334,0
A29276,200000,1,2,0,0,2,0,0,0,0,0,171899,115500,4149,4911,3555,4174,3962,-171899,-130365,-93832,-86292,-81060,22708.5,0
A29278,1000000,1,2,1,0,0,0,0,0,0,0,207064,7441,7170,369704,11455,12014,10584,-207064,-116546,-447366,-434453,-374465,69728.0,0
A29279,400000,1,2,0,0,0,0,0,0,0,-2,198170,10030,9279,5059,9217,0,0,-198170,-154985,-69683,0,0,5597.5,1
A29280,400000,1,0,1,0,-1,-1,-1,-1,-1,-1,730,730,6856,45428,9369,17316,11171,6126,38572,-36036,7947,-6145,15145.0,0
A29281,1000000,1,0,1,0,0,0,0,0,0,0,170492,34650,6930,6930,23100,9240,9240,-170492,-174668,-178697,-198676,-204668,15015.0,0
A29282,100000,1,1,1,0,1,2,2,2,0,0,22978,3123,2310,0,2310,2079,0,-27598,-22643,-24140,-9379,0,1637.0,1
A29284,400000,1,0,1,0,0,0,0,0,0,0,199753,9240,11550,7152,7161,9240,11550,-199753,-205867,-205253,-195421,-199374,9315.5,0
A29285,200000,1,0,1,0,0,0,0,0,0,0,129131,6930,6953,9240,11550,6930,5082,-129131,-131739,-130691,-124322,-112275,7780.833333333333,0
A29288,200000,1,2,1,0,0,0,2,2,0,0,142097,13860,4158,0,1386,2310,693,-142097,-142638,-138099,-65375,-67685,3734.5,0
A29289,300000,1,2,1,0,0,0,0,0,0,0,139868,6286,5595,2615,668,788,755,-139868,-127974,-24742,-25105,-25592,2784.5,0
A29290,300000,1,0,1,0,0,0,0,0,0,0,132398,5768,2666,18480,665,693,802,-132398,-13190,-29935,-21113,-21559,4845.666666666667,0
A29292,500000,1,0,1,0,0,0,0,0,-1,0,475391,92400,85470,7554,450425,13289,11550,-475391,-477408,-72871,-312858,-320813,110114.66666666667,0
A29293,100000,1,2,1,0,2,3,2,2,0,0,47969,0,3465,3465,3465,3465,3465,-58364,-56911,-58843,-53851,-54098,2887.5,1
A29294,200000,1,0,1,0,-1,-1,-1,-1,-1,-1,57854,57854,35856,16087,17565,5020,15214,-21998,-18979,1478,-12545,10194,24599.333333333332,1
A29295,200000,1,2,1,0,0,0,0,0,0,0,54407,11550,3927,4620,1155,1155,1155,-54407,-49681,-41180,-17683,-18205,3927.0,0
A29299,200000,1,2,1,0,0,0,0,0,0,2,71453,4620,4620,4620,11781,0,9240,-71453,-74216,-77588,-88025,-104791,5813.5,0
A29300,1000000,1,2,1,0,0,0,0,0,0,0,66135,11550,3927,3465,1744,6930,277200,-66135,-67209,-66720,-65539,-55516,50802.666666666664,0
A29301,500000,1,2,1,0,2,2,2,2,2,2,343273,12705,0,27720,18480,13398,185,-343273,-387265,-389478,-387112,-366523,12081.333333333334,1
A29302,200000,1,0,1,0,0,0,0,2,2,2,103232,9240,9240,4620,4620,5082,3927,-103232,-109986,-120522,-122733,-122557,6121.5,0
A29303,1000000,1,0,1,0,0,0,0,0,0,0,458955,23433,17193,81347,11575,11732,7085,-458955,-334192,-337528,-253342,-139614,25394.166666666668,0
A29304,100000,1,2,1,0,1,-1,-1,2,0,0,63474,66814,9240,0,2310,2079,1848,-54234,-70783,-72444,-67041,-65625,13715.166666666666,0
A29305,1000000,1,2,1,0,0,0,0,0,0,0,108660,4620,5313,11550,6006,0,961,-108660,-110989,-118722,-120887,-961,4741.666666666667,0
A29306,200000,1,1,1,0,0,0,0,0,0,0,117034,4620,4447,11564,4620,2347,1675,-117034,-116962,-112552,-44370,-46008,4878.833333333333,0
A29307,200000,1,2,1,0,-1,-1,-1,-1,-1,-1,1342,1342,1342,1342,1342,1342,1342,0,0,0,0,0,1342.0,0
A29308,1000000,1,0,1,0,-1,0,0,0,0,0,113068,9240,11550,11670,22985,11550,11550,-113068,-114895,-123821,-93578,-101044,13090.833333333334,0
A29309,300000,1,2,0,0,0,0,0,0,0,0,232582,11564,4620,6953,2310,4620,3213,-232582,-35694,-28854,-8201,-6304,5546.666666666667,0
A29310,400000,1,2,1,0,1,3,2,0,0,0,327727,14,538,14650,11088,11781,11550,-329341,-345902,-311956,-314463,-312525,8270.166666666666,1
A29311,200000,1,1,1,0,0,0,0,0,0,0,59129,4620,3292,3691,1892,1629,1892,-59129,-60607,-44574,-44183,-43883,2836.0,0
A29312,100000,1,2,0,0,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1
A29314,100000,1,1,0,0,0,0,0,0,0,0,37695,4620,3128,4881,2310,2310,2310,-37695,-40166,-41234,-40972,-62924,3259.8333333333335,0
A29315,200000,1,2,1,0,0,0,0,0,0,0,106336,4620,4620,4620,4620,7655,2310,-106336,-109238,-109637,-42051,-42324,4740.833333333333,0
A29316,1000000,1,2,1,0,-2,-2,-1,-1,0,0,-18,0,7510,46602,27720,106491,150150,15038,39111,-18877,-61090,-135361,56412.166666666664,0
A29317,200000,1,1,1,0,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
A29318,100000,1,1,1,0,0,0,0,0,0,0,62839,4620,4620,3696,23100,4943,0,-62839,-59577,-43825,-64798,-48006,6829.833333333333,0
A29319,300000,1,2,1,0,0,0,0,0,0,-2,417567,11557,6972,3234,8746,4098,29369,-417567,-149348,-23996,-8690,55425,10662.666666666666,0
A29320,1000000,1,2,1,0,-1,-1,-1,-1,-1,0,5507,5544,1608,1608,3216,0,1608,-3899,0,1608,-3216,-1608,2264.0,0
A29321,300000,1,0,1,0,0,0,0,0,0,0,302023,5486,23100,7323,6318,6535,7249,-302023,-161317,-164576,-166780,-170272,9335.166666666666,0
A29322,300000,1,2,0,0,0,0,0,0,0,0,123851,4620,4736,4377,4777,4578,4608,-123851,-126595,-128734,-131672,-134063,4616.0,0
A29323,100000,1,2,1,0,1,3,2,2,3,2,91545,0,4620,7632,0,6930,2772,-105405,-108449,-97787,-115553,-104232,3659.0,0
A29324,500000,1,0,1,0,0,0,0,0,2,0,72252,20790,231000,27720,0,11088,15015,-72252,-288099,-307466,-309260,-285858,50935.5,0
A29325,200000,1,1,1,0,0,0,0,0,0,0,114701,4176,4814,3934,2252,1578,1518,-114701,-114913,-116343,-81213,-45729,3045.3333333333335,0
A29326,200000,1,2,1,0,0,0,0,0,0,-1,113088,6930,9386,3927,1386,46200,2310,-113088,-113772,-66616,-4856,-42425,11689.833333333334,0
A29327,200000,1,1,1,0,0,0,0,0,0,0,111871,4213,5264,2758,1372,1384,1307,-111871,-115232,-101176,-46641,-44112,2716.3333333333335,0
A29328,300000,1,0,1,0,0,0,0,0,0,0,42282,3696,4620,3696,2310,2310,2310,-42282,-36459,-38843,-39815,-41134,3157.0,0
A29329,200000,1,0,1,0,0,0,0,0,0,0,155299,5775,4826,13860,462,0,0,-155299,-57223,-46200,-46200,-46200,4153.833333333333,0
A29330,300000,1,2,1,0,-2,-2,-2,-2,-2,-2,0,0,0,2310,753,753,2721,0,4620,-804,753,4689,1089.5,1
A29331,200000,1,0,1,0,0,0,0,0,0,0,35410,3003,3465,3465,2310,2310,3696,-35410,-38288,-40416,-41365,-42446,3041.5,0
A29333,1000000,1,2,1,1,0,0,0,0,-1,-1,50638,3061,2964,2523,34271,1933,11328,-50638,-42405,-40139,4,9399,9346.666666666666,0
A29335,300000,1,0,1,0,0,0,0,0,0,0,23654,2705,3010,2363,832,23100,1021,-23654,-26269,-27933,-28711,-51548,5505.166666666667,0
A29336,500000,1,2,1,0,0,0,0,0,0,0,44715,3712,3927,4620,4620,4620,2310,-44715,-43624,-46796,-49919,-53188,3968.1666666666665,0
A29337,100000,1,2,1,0,-1,0,0,0,0,0,13892,2548,2772,2772,2310,0,0,-13892,-16426,-18757,-21067,0,1733.6666666666667,0
A29338,1000000,1,2,1,0,-2,-2,-2,-2,-2,-2,829,832,594,5860,1843,580,4768,359,11129,-2119,-676,8958,2412.8333333333335,0
A29339,100000,1,2,1,0,6,5,4,3,2,0,74823,0,18,0,0,2345,2310,-74913,-73051,-70878,-72177,-69069,778.8333333333334,1
A29340,400000,1,0,1,0,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
A29341,100000,1,2,1,0,-1,-1,-1,-1,-1,-1,4782,2541,11996,0,1848,0,0,7214,-855,1894,-1802,0,2730.8333333333335,0
A29343,100000,1,2,1,0,1,2,2,2,2,2,52742,3927,3003,0,4620,0,4622,-58748,-54223,-61903,-56410,-64428,2695.3333333333335,1
A29344,400000,1,2,1,0,0,0,0,0,0,0,384675,9240,6676,7203,6930,5759,5923,-384675,-192917,-167214,-155373,-158628,6955.166666666667,0
A29345,200000,1,0,1,0,0,0,0,0,0,0,102093,4620,4620,4620,4620,4620,4620,-102093,-104368,-107244,-109448,-108392,4620.0,0
A29346,100000,1,2,1,0,1,2,2,2,2,0,42684,3465,4620,2310,0,2310,2310,-51924,-50552,-46704,-50097,-46909,2502.5,1
A29347,1000000,1,0,1,0,0,0,-1,-1,0,-1,15685,13939,16309,9501,57376,4269,15121,-15685,-6692,47880,-57306,10873,19419.166666666668,0
A29348,100000,1,2,1,0,1,6,5,4,4,3,43444,0,0,2310,0,0,0,-43444,-53673,-43091,-41749,-40427,385.0,0
A29349,100000,1,0,1,0,0,0,0,0,0,0,15244,3465,3234,2310,2331,2310,3691,-15244,-17870,-19617,-18799,-11527,2890.1666666666665,0
A29351,500000,1,0,1,0,-2,-2,-2,-2,-2,-2,16759,16759,57849,58341,68438,41037,16013,98939,58992,78535,13636,-9011,43072.833333333336,0
A29353,300000,1,1,1,0,0,0,2,0,0,0,45604,10164,0,3234,2310,2310,2310,-45604,-50674,-46690,-48219,-49404,3388.0,1
A29355,100000,1,2,1,0,0,0,0,2,2,2,47870,4620,4851,2310,4620,0,2310,-47870,-51957,-61952,-56459,-59852,3118.5,1
A29356,500000,1,0,1,0,1,2,0,0,0,0,17586,0,4627,4766,18480,9316,5080,-26840,-21525,-23786,-40012,-49118,7044.833333333333,1
A29357,100000,1,0,1,0,1,2,0,0,2,2,18912,0,2772,4620,0,2310,0,-24456,-21014,-25260,-28790,-26091,1617.0,1
A29358,200000,1,0,1,0,1,3,2,2,0,0,163684,0,6468,0,2772,2772,2772,-183088,-166195,-165712,-69182,-67868,2464.0,0
A29360,200000,1,0,0,0,-1,-1,0,-1,-1,0,8346,8346,3465,2003,3465,3465,8547,-4881,-11134,1462,799,-5713,4881.833333333333,0
A29361,300000,1,2,1,0,0,0,2,0,0,2,25382,6930,0,4620,11550,0,3802,-25382,-27796,-16775,-22204,-23190,4483.666666666667,1
A29362,1000000,1,1,1,0,-1,2,-1,-1,-1,0,430,0,8240,1511,33329,34692,46200,-16910,-6690,31821,1537,-36803,20662.0,0
A29363,200000,1,0,1,0,0,0,0,0,0,0,183465,7392,20790,7773,4620,5082,3927,-183465,-177487,-176329,-115366,-115941,8264.0,0
A29364,1000000,1,2,1,0,-1,-1,-1,0,0,-2,16011,16011,13825,16170,0,0,0,-2186,2345,-16519,462,462,7667.666666666667,0
A29365,100000,1,0,1,0,-2,-2,-2,-2,-2,-2,-16,0,1702,2449,693,0,0,3420,3212,-924,-693,0,807.3333333333334,0
A29366,200000,1,2,1,0,0,0,0,0,0,0,24026,4971,2793,2495,1012,1003,901,-24026,-48316,-47720,-21774,-18977,2195.8333333333335,0
A29367,100000,1,2,1,0,3,2,2,2,2,2,693,0,0,0,0,0,0,-693,-693,-693,-693,-693,0.0,1
A29368,100000,1,2,1,0,0,0,0,0,0,-2,14544,2733,26565,4620,0,0,0,-14544,-39785,-42285,0,0,5653.0,0
A29369,400000,1,2,1,0,0,0,0,-1,-1,-1,14410,2772,5468,12543,11314,7484,18106,-14410,-14472,-1229,-3830,10622,9614.5,0
A29370,1000000,1,2,1,0,0,-1,-1,2,0,0,163758,163758,16172,49,6958,6965,6267,-147586,-177255,-186792,-167249,-165967,33361.5,0
A29371,500000,1,2,1,0,0,0,0,0,0,0,318521,12040,11700,9252,9009,9247,9947,-318521,-315419,-269228,-253227,-256671,10199.166666666666,0
A29372,200000,1,1,1,0,0,0,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
A29374,1000000,1,2,1,0,0,0,0,0,0,-2,24948,2541,2511,2315,415264,13398,14456,-24948,-22298,-10104,-415241,-387177,75080.83333333333,0
A29375,1000000,1,2,1,0,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0
A29376,400000,1,0,1,0,-2,-2,-2,-2,-2,-2,610,610,3252,3313,610,610,610,5894,3374,-2093,610,610,1500.8333333333333,0
A29377,1000000,1,0,1,0,-2,-2,-2,-2,-2,-2,0,0,6387,14322,24206,2430,3421,12774,22257,34284,-19307,4412,8461.0,1
A29378,300000,1,2,1,0,0,0,0,0,0,0,214389,10432,11562,11564,11582,11568,9258,-214389,-215736,-216237,-219577,-223518,10994.333333333334,0
A29379,1000000,1,0,1,0,0,0,0,2,2,2,16932,2772,3465,2310,2079,0,1848,-16932,-20122,-25893,-23453,-26440,2079.0,1
A29381,400000,1,2,1,0,-1,2,2,-2,-1,-1,1224,0,236,730,284,6577,5,-1696,-1224,1534,7543,-3800,1305.3333333333333,0
A29382,100000,1,2,0,0,0,0,0,0,0,0,38272,3465,3003,3465,1617,1617,6006,-38272,-39783,-41684,-41772,-41864,3195.5,0
A29384,500000,1,1,1,1,0,0,0,0,0,0,55590,7295,6946,6962,4636,161728,9325,-55590,-44243,-47600,-48584,-205964,32815.333333333336,0
A29385,400000,1,2,1,0,0,0,0,0,0,0,199251,7124,7447,7475,7524,8106,7919,-199251,-203495,-207523,-211654,-214419,7599.166666666667,0
A29386,1000000,1,2,1,0,0,0,-2,-2,-2,-2,-60,60,0,209402,4620,206,0,60,418864,-200101,-213549,206,35714.666666666664,0
A29388,1000000,1,0,1,0,-1,-1,-1,-1,0,0,1945,1954,2809,7505,9,14,7882,864,4705,-7485,-4930,-2934,3362.1666666666665,0
A29389,200000,1,0,1,0,0,0,0,0,0,0,36087,3599,2952,3671,1462,1515,1809,-36087,-37750,-40778,-40880,-41737,2501.3333333333335,0
A29390,100000,1,2,1,0,0,0,0,0,0,0,27170,2754,4220,3465,1113,4043,2310,-27170,-30046,-31393,-31130,-34671,2984.1666666666665,0
A29391,400000,1,2,1,0,0,0,0,0,0,-2,93054,23100,23100,6699,23100,0,0,-93054,-114913,-118965,0,0,12666.5,0
A29392,500000,1,0,1,0,1,-2,-1,2,0,-1,0,0,5424,0,0,809,5937,10848,-5424,-4135,-4135,5128,2028.3333333333333,1
A29394,100000,1,1,1,0,0,0,0,0,0,0,11266,4620,3465,3465,2310,2310,2310,-11266,-14523,-17374,-19379,-21372,3080.0,0
A29395,1500000,1,2,0,0,0,0,0,0,0,0,503497,23641,24839,46510,254486,242550,46242,-503497,-396077,-229833,-388803,-538937,106378.0,0
A29396,400000,1,2,1,0,0,0,0,-2,-2,-2,373446,19787,3465,0,0,0,0,-373446,0,0,0,0,3875.3333333333335,0
A29397,1000000,1,0,1,0,0,0,0,0,0,0,535668,19191,27720,23962,7861,9240,9240,-535668,-554737,-567225,-211092,-215239,16202.333333333334,0
A29398,200000,1,0,1,0,-1,-1,-1,-2,-2,-2,746,746,0,0,0,0,0,-746,0,0,0,0,124.33333333333333,0
A29399,200000,1,2,0,0,0,0,0,0,2,2,136327,5082,5082,14091,0,11550,6445,-136327,-139208,-150954,-170245,-169201,7041.666666666667,0
A29403,1000000,1,0,1,0,-2,-2,-2,-2,-2,-1,797,797,5870,1686,3119,4851,0,10943,-2498,4552,6583,-4851,2720.5,0
A29404,400000,1,2,1,0,0,0,0,0,0,0,137103,6066,19831,3742,1612,1675,1947,-137103,-118780,-111203,-80603,-78508,5812.166666666667,0
A29405,1500000,1,1,1,0,0,0,-1,-1,-1,0,18452,16313,9279,14863,157750,4724,18496,-18452,6944,143003,-147295,-145415,36904.166666666664,0
A29406,300000,1,2,1,0,0,0,0,0,0,0,273220,13860,15045,8639,7427,7623,7866,-273220,-279519,-274368,-211062,-203315,10076.666666666666,0
A29407,200000,1,2,1,0,0,0,0,0,0,0,136436,4844,4946,6930,4768,6172,4620,-136436,-134996,-137660,-137773,-138981,5380.0,0
A29410,100000,1,2,1,1,0,0,0,0,0,0,45486,3035,3246,2673,1853,1825,0,-45486,-46043,-45978,-45158,-46015,2105.3333333333335,0
A29411,1000000,1,2,0,1,-2,-1,-1,-1,-2,-1,450,450,3562,4038,8986,1404,9376,3112,707,4967,-6134,7976,4636.0,0
A29412,200000,1,1,0,1,1,1,-2,-2,-2,-2,0,13860,0,0,0,0,0,0,0,0,0,0,2310.0,0
A29413,400000,1,0,0,0,1,2,0,0,0,0,271016,6932,6930,4620,2310,1538,4620,-284876,-89547,-77036,-77300,-78066,4491.666666666667,0
A29415,400000,1,2,1,0,0,0,0,0,0,0,204548,6930,6258,6353,6392,6840,6729,-204548,-172381,-175867,-179367,-183345,6583.666666666667,0
A29416,100000,1,2,1,0,-1,-1,-1,-1,-1,0,901,901,901,901,3322,0,3668,0,0,2421,-3322,-1661,1615.5,0
A29417,100000,1,2,0,0,0,0,0,0,0,0,22469,4620,6930,2550,2310,2310,4620,-22469,-13241,-15191,-17260,-19309,3890.0,0
A29418,200000,1,2,1,0,0,0,0,0,0,0,112950,5313,4620,3308,2282,3696,3696,-112950,-112236,-85957,-65253,-65673,3819.1666666666665,0
A29420,1000000,1,2,1,1,0,0,0,0,0,0,235232,11615,11550,9240,4687,4620,5775,-235232,-213435,-194726,-114763,-106777,7914.5,0
A29422,400000,1,2,1,1,-2,-2,-2,-1,-1,0,4211,4211,4211,4086,196572,20790,9240,4211,3961,192486,-173347,-206470,39851.666666666664,0
A29423,200000,1,2,1,1,0,0,0,0,0,-1,112358,5082,4620,6930,0,924,46200,-112358,-114306,-94364,0,44352,10626.0,0
A29425,200000,1,2,1,1,0,0,0,0,0,0,152028,6778,5775,5775,5775,11550,6930,-152028,-153111,-155428,-157794,-165927,7097.166666666667,0
A29426,1500000,1,0,0,1,-1,-1,-1,-2,-2,-2,5775,5775,0,0,0,0,0,-5775,0,0,0,0,962.5,0
A29428,300000,1,1,1,0,-1,3,2,-1,-1,-1,3814,0,0,901,651,0,7131,-3814,-2703,-250,-651,7380,1447.1666666666667,1
A29429,200000,1,2,1,0,0,0,0,0,0,0,103580,3982,4075,4105,3952,4093,4719,-103580,-105983,-108323,-110480,-112795,4154.333333333333,0
A29431,500000,1,0,0,1,-2,-2,-2,-2,-2,-2,10042,10072,6704,3308,3504,0,0,3366,-76,3700,-2772,95,3931.3333333333335,0
A29434,1000000,1,0,1,0,0,0,0,0,0,0,422536,15260,19048,15722,11809,12222,13869,-422536,-431704,-433716,-435481,-438687,14655.0,0
A29435,500000,1,0,1,0,0,-1,-1,0,-1,-1,1155,1155,8930,7623,17561,17607,0,7775,-1307,-13904,46,-17607,8812.666666666666,0
A29436,100000,1,2,1,0,0,0,0,2,0,0,29797,5775,20790,0,4620,4620,3465,-29797,-42490,-48062,-83322,-44484,6545.0,0
A29437,400000,1,0,1,0,1,2,2,2,0,0,71250,0,8085,0,4620,9240,0,-87420,-78450,-86048,-79750,-88006,3657.5,1
